@relation WallFollowingRobotNavigation_4

@attribute SD_front numeric
@attribute SD_left numeric
@attribute SD_right numeric
@attribute SD_back numeric
@attribute Class {MoveForward, SlightRightTurn, SharpRightTurn, SlightLeftTurn}

@data
1.858,1.429,1.956,1.820,SlightLeftTurn
1.841,1.426,1.959,1.838,SlightLeftTurn
1.822,1.424,1.962,1.856,SlightLeftTurn
1.804,1.421,1.966,1.875,SlightLeftTurn
1.786,1.418,1.970,1.892,SlightLeftTurn
1.769,1.415,1.974,1.910,SlightLeftTurn
1.752,1.415,1.977,1.927,SlightLeftTurn
1.734,1.412,1.981,1.945,SlightLeftTurn
1.717,1.410,1.984,1.963,SlightLeftTurn
1.701,1.408,1.781,1.979,SlightLeftTurn
1.686,1.406,1.766,1.995,SlightLeftTurn
1.672,1.405,1.746,2.009,SlightLeftTurn
1.659,1.410,1.726,2.021,SlightLeftTurn
1.653,1.419,1.712,2.026,SlightLeftTurn
1.651,1.414,1.688,2.027,SlightLeftTurn
1.650,1.412,1.686,2.028,SlightLeftTurn
1.649,1.412,1.680,2.029,SlightLeftTurn
1.646,1.415,1.678,2.032,SlightLeftTurn
1.636,1.411,1.676,2.033,SlightLeftTurn
1.629,1.411,1.674,2.034,SlightLeftTurn
1.629,1.411,1.672,2.036,SlightLeftTurn
1.631,1.412,1.670,2.037,SlightLeftTurn
1.627,1.412,1.668,2.038,SlightLeftTurn
1.629,1.411,1.667,2.040,SlightLeftTurn
1.626,1.412,1.688,2.041,SlightLeftTurn
1.628,1.412,1.685,2.043,SlightLeftTurn
1.624,1.412,1.683,2.045,SlightLeftTurn
1.629,1.412,1.677,2.047,SlightLeftTurn
1.604,1.413,1.675,2.049,SlightLeftTurn
1.603,1.413,1.675,2.050,SlightLeftTurn
1.557,1.413,1.674,2.051,SlightLeftTurn
1.556,1.413,1.673,2.053,SlightLeftTurn
1.556,1.413,1.672,2.054,SlightLeftTurn
1.558,1.413,1.673,2.055,SlightLeftTurn
1.558,1.414,1.797,2.056,SlightLeftTurn
1.558,1.413,1.782,2.058,SlightLeftTurn
1.557,1.414,1.668,2.060,SlightLeftTurn
1.556,1.414,1.649,2.061,SlightLeftTurn
1.555,1.418,1.647,2.063,SlightLeftTurn
1.558,1.419,1.639,2.065,SlightLeftTurn
1.554,1.420,1.634,2.066,SlightLeftTurn
1.427,0.720,1.632,2.067,MoveForward
1.426,0.718,1.630,2.072,MoveForward
1.423,0.720,1.628,2.074,MoveForward
1.422,0.724,1.626,2.076,MoveForward
1.421,0.721,1.624,2.077,MoveForward
1.417,0.725,1.621,2.078,MoveForward
1.420,0.725,1.622,2.078,MoveForward
1.419,0.723,1.620,2.080,MoveForward
1.421,0.727,1.617,2.082,MoveForward
1.417,0.725,1.618,2.084,MoveForward
1.417,0.728,1.616,2.084,MoveForward
1.543,1.443,1.615,2.085,SlightLeftTurn
1.504,0.726,1.615,2.086,MoveForward
1.415,0.727,1.615,2.087,MoveForward
1.413,0.727,1.610,2.089,MoveForward
1.537,0.729,1.607,2.095,MoveForward
1.411,0.727,1.601,2.097,MoveForward
1.417,0.728,1.602,2.098,MoveForward
1.416,0.729,1.597,2.100,MoveForward
1.412,0.730,1.594,2.108,MoveForward
1.411,0.731,1.595,2.104,MoveForward
1.416,0.731,1.594,2.108,MoveForward
1.412,0.732,1.593,2.107,MoveForward
1.411,0.729,1.592,2.110,MoveForward
1.414,0.730,1.588,2.109,MoveForward
1.406,0.731,1.585,2.111,MoveForward
1.407,0.733,1.581,2.112,MoveForward
1.403,0.737,1.574,2.129,MoveForward
1.390,0.744,1.565,2.131,MoveForward
1.380,0.750,1.554,2.136,MoveForward
1.371,0.756,1.542,2.155,MoveForward
1.360,0.769,1.529,2.150,MoveForward
1.350,5.000,1.515,2.159,SlightLeftTurn
1.340,2.669,1.501,2.189,SlightLeftTurn
1.329,2.657,1.487,2.204,SlightLeftTurn
1.321,2.647,1.472,2.185,SlightLeftTurn
1.311,2.636,1.456,2.204,SlightLeftTurn
1.299,1.327,1.440,2.208,SlightLeftTurn
1.315,1.304,1.424,2.272,SlightLeftTurn
1.304,1.291,1.408,2.284,SlightLeftTurn
1.285,1.281,1.393,2.300,SlightLeftTurn
1.274,1.274,1.381,2.314,SlightLeftTurn
1.280,1.268,1.380,2.329,SlightLeftTurn
1.239,1.258,1.365,2.343,SlightLeftTurn
1.222,1.169,1.348,2.358,SlightLeftTurn
1.211,1.171,1.328,2.374,SlightLeftTurn
1.201,1.174,1.322,2.387,SlightLeftTurn
1.191,1.177,1.295,2.401,SlightLeftTurn
1.181,1.180,1.282,2.414,SlightLeftTurn
1.172,1.180,1.271,2.433,SlightLeftTurn
1.159,1.179,1.260,2.306,SlightLeftTurn
1.150,0.940,1.250,2.319,SlightLeftTurn
1.144,0.947,1.239,3.419,SlightLeftTurn
1.135,0.958,1.230,2.482,SlightLeftTurn
1.126,1.183,1.225,2.348,SlightLeftTurn
1.121,1.184,1.216,2.342,SlightLeftTurn
1.107,1.185,1.203,3.480,SlightLeftTurn
1.096,1.186,1.193,2.557,SlightLeftTurn
1.082,1.189,1.185,2.378,SlightLeftTurn
1.072,1.198,1.178,2.373,SlightLeftTurn
1.061,2.505,1.170,3.540,SlightLeftTurn
1.054,1.007,1.163,2.577,SlightLeftTurn
1.044,1.009,1.161,2.425,SlightLeftTurn
1.033,1.010,1.155,2.422,SlightLeftTurn
1.020,1.015,1.149,2.406,SlightLeftTurn
1.005,1.023,1.139,2.412,SlightLeftTurn
0.993,1.041,1.134,2.423,SlightLeftTurn
0.981,1.029,1.130,2.264,SlightLeftTurn
0.973,1.034,1.126,2.474,SlightLeftTurn
0.957,1.033,1.124,2.452,SlightLeftTurn
0.944,1.003,1.121,2.463,SlightLeftTurn
0.931,1.001,1.118,2.472,SlightLeftTurn
0.918,1.038,1.115,2.314,SlightLeftTurn
0.904,1.039,1.114,2.324,SlightLeftTurn
0.894,1.040,1.114,2.516,SharpRightTurn
0.881,1.043,1.119,2.323,SharpRightTurn
0.862,2.575,0.930,2.546,SharpRightTurn
0.847,2.580,1.121,2.557,SharpRightTurn
0.833,4.428,1.124,2.571,SharpRightTurn
0.819,3.743,0.882,2.584,SharpRightTurn
0.811,5.000,0.875,2.592,SharpRightTurn
0.811,1.032,0.877,2.595,SharpRightTurn
0.818,1.027,0.883,2.461,SharpRightTurn
0.821,1.027,0.887,2.590,SharpRightTurn
0.823,1.027,0.892,2.458,SharpRightTurn
0.823,1.027,0.892,2.468,SharpRightTurn
0.823,1.023,0.892,2.589,SharpRightTurn
0.824,1.026,1.136,2.588,SharpRightTurn
0.824,0.982,1.133,2.588,SharpRightTurn
0.824,0.978,1.137,2.379,SharpRightTurn
0.820,0.976,1.135,2.587,SharpRightTurn
0.820,0.972,1.136,2.586,SharpRightTurn
0.820,0.970,1.138,2.586,SharpRightTurn
0.820,0.965,1.139,2.414,SharpRightTurn
0.820,0.964,1.141,2.583,SharpRightTurn
0.821,0.965,1.144,2.586,SharpRightTurn
0.821,0.964,0.892,2.586,SharpRightTurn
0.822,0.962,0.892,2.586,SharpRightTurn
0.823,0.963,0.895,2.407,SharpRightTurn
0.823,0.961,1.152,2.407,SharpRightTurn
0.823,0.955,1.153,2.414,SharpRightTurn
0.822,0.950,1.154,2.604,SharpRightTurn
0.821,0.948,1.156,2.410,SharpRightTurn
0.821,0.946,1.158,2.424,SharpRightTurn
0.820,0.944,1.160,2.595,SharpRightTurn
0.820,0.945,1.166,2.599,SharpRightTurn
0.820,0.944,1.168,5.000,SharpRightTurn
0.823,0.949,1.171,2.634,SharpRightTurn
0.824,0.956,1.173,2.633,SharpRightTurn
0.823,0.958,1.174,2.652,SharpRightTurn
0.819,0.933,1.173,3.691,SharpRightTurn
0.819,0.931,1.175,3.689,SharpRightTurn
0.818,0.928,1.177,2.629,SharpRightTurn
0.817,0.927,1.180,3.688,SharpRightTurn
0.817,0.928,1.183,2.639,SharpRightTurn
0.820,1.016,1.190,3.690,SharpRightTurn
0.820,1.013,1.193,2.653,SharpRightTurn
0.819,1.011,1.195,2.660,SharpRightTurn
0.818,1.009,1.196,3.683,SharpRightTurn
0.813,0.923,1.195,3.682,SharpRightTurn
0.811,0.919,1.197,3.682,SharpRightTurn
0.811,0.992,1.211,3.749,SharpRightTurn
0.810,0.864,1.213,2.677,SharpRightTurn
0.810,0.847,1.228,4.429,SharpRightTurn
0.818,0.840,1.227,0.915,SharpRightTurn
1.224,0.837,1.234,4.421,MoveForward
0.895,0.833,1.227,0.910,SharpRightTurn
0.809,0.830,1.229,0.952,SharpRightTurn
0.807,0.827,1.232,0.951,SharpRightTurn
0.810,0.980,1.232,0.948,SharpRightTurn
0.810,0.983,1.232,0.948,SharpRightTurn
0.811,0.840,1.233,0.905,SharpRightTurn
0.808,0.979,1.234,0.902,SharpRightTurn
0.811,0.978,1.238,0.897,SharpRightTurn
0.818,0.844,1.246,0.899,SharpRightTurn
0.817,0.842,1.641,0.892,SharpRightTurn
0.824,0.842,1.251,0.887,SharpRightTurn
0.886,0.813,1.663,0.886,SharpRightTurn
0.882,0.806,1.659,0.882,SharpRightTurn
0.882,0.800,1.274,0.881,SharpRightTurn
1.224,0.798,1.277,0.880,MoveForward
1.224,0.796,1.280,0.880,MoveForward
1.225,0.793,1.283,0.879,MoveForward
1.226,0.791,1.274,0.882,MoveForward
1.225,0.790,1.273,0.883,MoveForward
1.224,0.790,1.272,0.882,MoveForward
1.221,0.789,1.277,0.884,MoveForward
1.215,0.787,1.275,0.890,MoveForward
1.206,0.784,1.269,0.899,MoveForward
1.196,0.780,1.604,0.913,MoveForward
1.183,0.774,1.772,0.922,MoveForward
1.169,0.768,1.765,0.937,MoveForward
1.153,0.762,1.217,0.955,MoveForward
1.136,0.755,1.197,0.972,MoveForward
1.118,0.748,1.182,0.990,MoveForward
1.100,0.741,1.734,1.008,MoveForward
1.081,0.734,1.149,1.027,MoveForward
1.063,0.727,1.126,1.045,MoveForward
1.044,0.719,1.086,1.064,MoveForward
1.025,0.712,1.064,1.083,MoveForward
1.006,0.705,1.069,1.102,MoveForward
0.986,0.697,1.050,1.121,MoveForward
0.967,0.689,1.005,1.141,MoveForward
0.947,0.681,1.010,1.160,MoveForward
0.928,0.674,0.966,1.177,MoveForward
0.868,0.666,0.972,1.199,SharpRightTurn
0.852,0.658,0.927,1.215,SharpRightTurn
0.835,0.650,0.905,1.238,SharpRightTurn
0.850,0.643,0.889,1.256,SharpRightTurn
0.808,0.635,0.871,1.274,SharpRightTurn
0.801,0.625,0.854,1.288,SharpRightTurn
0.801,0.621,0.862,1.303,SharpRightTurn
0.795,0.622,0.836,1.277,SharpRightTurn
0.798,0.624,0.863,1.311,SharpRightTurn
0.802,0.617,0.872,1.307,SharpRightTurn
0.804,0.618,0.874,1.305,SharpRightTurn
0.807,0.618,0.874,1.305,SharpRightTurn
0.803,0.617,0.877,1.306,SharpRightTurn
0.804,0.617,1.624,1.306,SharpRightTurn
0.804,0.612,1.559,1.306,SharpRightTurn
0.804,0.612,1.626,1.305,SharpRightTurn
0.804,0.611,1.626,1.305,SharpRightTurn
0.804,0.610,1.624,1.304,SharpRightTurn
0.804,0.609,1.630,1.304,SharpRightTurn
0.804,0.607,1.629,1.303,SharpRightTurn
0.804,0.605,1.630,1.303,SharpRightTurn
0.804,0.596,1.637,1.303,SharpRightTurn
0.804,0.594,1.646,1.303,SharpRightTurn
0.804,0.589,1.651,1.299,SharpRightTurn
0.804,0.584,1.653,1.299,SharpRightTurn
0.805,0.583,0.876,1.302,SharpRightTurn
0.806,0.581,1.659,1.302,SharpRightTurn
0.807,0.579,0.880,1.302,SharpRightTurn
0.808,0.581,1.644,1.303,SharpRightTurn
0.807,0.580,1.648,1.307,SharpRightTurn
0.807,0.580,1.648,1.307,SharpRightTurn
0.807,0.580,1.651,1.306,SharpRightTurn
0.807,0.580,1.651,1.313,SharpRightTurn
0.807,0.580,1.649,1.313,SharpRightTurn
0.807,0.579,1.650,5.000,SharpRightTurn
0.807,0.582,1.650,5.000,SharpRightTurn
0.808,0.581,1.651,5.000,SharpRightTurn
0.808,0.579,1.653,5.000,SharpRightTurn
0.808,0.574,1.654,5.000,SharpRightTurn
0.808,0.572,1.669,5.000,SharpRightTurn
0.808,0.571,1.671,1.182,SharpRightTurn
0.808,0.569,1.673,1.174,SharpRightTurn
0.807,0.567,1.675,1.176,SharpRightTurn
0.808,0.565,1.686,1.175,SharpRightTurn
0.808,0.563,1.684,1.174,SharpRightTurn
0.808,0.563,1.688,1.177,SharpRightTurn
0.808,0.563,1.689,1.177,SharpRightTurn
0.808,0.563,1.693,1.177,SharpRightTurn
0.808,0.562,1.696,1.177,SharpRightTurn
0.807,0.562,2.397,1.183,SharpRightTurn
0.807,0.564,2.070,0.660,SharpRightTurn
0.806,0.568,1.374,5.000,SharpRightTurn
0.805,0.566,1.366,5.000,SharpRightTurn
0.805,0.567,1.365,5.000,SharpRightTurn
0.804,0.557,1.705,5.000,SharpRightTurn
0.803,0.552,2.403,1.181,SharpRightTurn
0.803,0.550,2.405,1.173,SharpRightTurn
0.802,0.548,2.410,1.176,SharpRightTurn
0.802,0.543,2.412,1.172,SharpRightTurn
0.806,0.545,2.437,0.610,SharpRightTurn
0.806,0.543,2.582,0.603,SharpRightTurn
0.804,0.542,2.857,0.595,SharpRightTurn
0.800,0.592,2.867,0.593,SharpRightTurn
0.798,0.564,2.937,0.601,SharpRightTurn
0.796,0.543,2.859,0.597,SharpRightTurn
0.795,0.539,2.861,0.579,SharpRightTurn
0.794,0.538,2.863,0.575,SharpRightTurn
0.793,0.541,2.865,0.568,SharpRightTurn
0.793,0.610,2.868,0.608,SharpRightTurn
0.793,0.842,2.871,0.561,SharpRightTurn
0.795,0.825,1.336,0.550,SharpRightTurn
0.817,0.703,1.333,0.544,SharpRightTurn
0.833,0.572,1.330,0.540,SharpRightTurn
0.794,0.674,1.331,0.538,SharpRightTurn
0.794,0.569,1.341,0.537,SharpRightTurn
0.797,0.851,1.351,0.526,SharpRightTurn
0.800,0.556,1.340,0.528,SharpRightTurn
0.817,0.570,1.334,0.519,SharpRightTurn
0.825,0.569,1.332,0.514,SharpRightTurn
1.696,0.572,1.333,0.508,MoveForward
1.699,0.574,1.335,0.504,MoveForward
0.975,0.776,1.337,0.502,MoveForward
0.968,0.776,1.339,0.502,MoveForward
1.698,0.775,1.340,0.503,MoveForward
1.700,0.774,1.340,0.504,MoveForward
1.696,0.774,1.340,0.506,MoveForward
1.694,0.771,1.340,0.507,MoveForward
1.690,0.769,1.342,0.511,MoveForward
1.683,0.766,1.345,0.518,MoveForward
0.948,0.766,1.348,0.528,MoveForward
0.948,0.762,1.353,0.539,MoveForward
0.931,0.756,1.358,0.552,MoveForward
0.913,0.752,1.363,0.567,MoveForward
1.615,0.745,1.370,0.583,MoveForward
1.598,0.735,1.376,0.599,MoveForward
1.580,0.729,1.383,0.617,MoveForward
1.561,0.726,1.389,0.635,MoveForward
1.544,0.715,1.396,0.654,MoveForward
0.881,0.708,1.403,0.673,SharpRightTurn
0.886,0.704,1.411,0.692,SharpRightTurn
1.484,0.697,1.417,0.711,MoveForward
1.468,0.686,1.424,0.731,MoveForward
1.444,0.682,1.431,0.750,MoveForward
0.881,0.675,1.438,0.768,SharpRightTurn
0.860,0.665,1.444,0.785,SharpRightTurn
1.395,0.659,1.452,0.801,MoveForward
0.867,0.653,1.458,0.817,SharpRightTurn
1.360,0.647,1.464,0.832,MoveForward
1.344,0.641,1.469,0.846,MoveForward
1.335,0.639,1.475,0.858,MoveForward
1.331,0.640,1.477,0.860,MoveForward
1.328,0.636,1.480,0.860,MoveForward
1.327,0.658,1.480,0.862,MoveForward
1.324,0.636,1.480,0.865,MoveForward
1.321,0.635,1.482,0.867,MoveForward
0.886,0.634,1.486,0.870,SharpRightTurn
1.316,0.633,1.484,0.872,MoveForward
1.314,0.632,1.484,0.874,MoveForward
1.316,0.632,1.485,0.874,MoveForward
1.313,0.637,1.489,0.875,MoveForward
1.311,0.634,1.486,0.877,MoveForward
1.311,0.633,1.490,0.880,MoveForward
1.306,0.650,1.491,0.882,MoveForward
1.303,0.632,1.505,0.885,MoveForward
1.300,0.628,1.493,0.888,MoveForward
1.298,0.627,1.507,0.889,MoveForward
1.296,0.626,1.540,0.891,MoveForward
1.295,0.625,1.501,0.893,MoveForward
1.293,0.625,1.542,0.895,MoveForward
1.291,0.624,1.513,0.897,MoveForward
1.286,0.623,1.543,0.899,MoveForward
1.287,0.622,1.544,0.901,MoveForward
1.282,0.622,1.542,0.903,MoveForward
1.278,0.623,1.546,0.906,MoveForward
1.275,0.625,1.542,0.913,MoveForward
1.266,0.633,1.546,0.922,MoveForward
0.846,0.612,1.510,0.933,SharpRightTurn
0.832,0.608,1.515,0.946,SharpRightTurn
1.226,0.602,1.524,0.961,MoveForward
1.207,0.597,1.531,0.977,MoveForward
1.191,0.591,1.544,0.993,MoveForward
0.835,0.583,1.557,1.008,SharpRightTurn
1.158,0.582,1.590,1.023,MoveForward
1.144,0.578,1.596,1.037,MoveForward
1.134,0.575,1.602,1.054,MoveForward
1.121,0.568,1.607,1.067,MoveForward
1.108,0.564,1.613,1.077,MoveForward
1.096,0.559,1.619,1.092,MoveForward
0.781,0.552,1.624,1.105,SharpRightTurn
0.766,0.547,1.631,1.119,SharpRightTurn
0.596,0.543,1.644,1.134,SharpRightTurn
1.040,0.534,1.651,1.149,MoveForward
0.586,0.529,1.658,1.164,SharpRightTurn
0.823,0.524,1.736,1.178,SharpRightTurn
0.802,0.520,3.165,1.192,SharpRightTurn
0.987,0.516,1.745,1.202,MoveForward
0.766,0.510,1.750,1.214,SharpRightTurn
0.762,0.507,1.750,1.218,SharpRightTurn
0.762,0.506,1.700,1.217,SharpRightTurn
0.759,0.506,1.703,1.217,SharpRightTurn
0.759,0.506,1.704,1.217,SharpRightTurn
0.761,0.505,1.691,1.217,SharpRightTurn
0.980,0.504,1.689,1.217,MoveForward
0.983,0.504,1.731,1.217,MoveForward
0.972,0.503,3.174,1.217,MoveForward
0.971,0.502,3.176,1.217,MoveForward
0.970,0.501,3.176,1.218,MoveForward
0.969,0.501,3.176,1.220,MoveForward
0.967,0.501,3.176,1.221,MoveForward
0.966,0.501,3.176,1.222,MoveForward
0.964,0.501,3.177,1.224,MoveForward
0.961,0.500,3.177,1.228,MoveForward
0.951,0.499,3.179,1.235,MoveForward
0.943,0.498,3.181,1.245,MoveForward
0.882,0.497,3.182,1.257,SharpRightTurn
0.865,0.495,3.184,1.274,SharpRightTurn
0.906,0.494,3.189,1.286,SlightRightTurn
0.892,0.493,1.779,1.302,SharpRightTurn
0.876,0.491,3.193,1.319,SharpRightTurn
0.866,0.489,1.788,1.337,SharpRightTurn
0.855,0.489,1.796,1.129,SharpRightTurn
0.844,0.488,3.199,1.362,SharpRightTurn
0.835,0.487,3.201,1.374,SharpRightTurn
0.834,0.486,1.942,1.377,SharpRightTurn
0.835,0.484,1.938,1.376,SharpRightTurn
0.836,0.483,1.934,1.377,SharpRightTurn
0.836,0.483,1.937,1.377,SharpRightTurn
0.836,0.482,1.937,1.377,SharpRightTurn
0.836,0.482,1.937,1.139,SharpRightTurn
0.836,0.481,1.934,1.380,SharpRightTurn
0.839,0.480,1.934,1.128,SharpRightTurn
0.842,0.479,3.207,1.121,SharpRightTurn
1.461,0.477,3.208,1.132,SlightRightTurn
1.111,0.476,1.760,1.125,SlightRightTurn
1.110,0.474,1.757,1.114,SlightRightTurn
1.109,0.473,1.759,1.114,SlightRightTurn
1.104,0.472,1.757,1.114,SlightRightTurn
1.102,0.472,1.758,1.115,SlightRightTurn
1.105,0.472,1.758,1.115,SlightRightTurn
1.105,0.472,1.758,1.115,SlightRightTurn
1.101,0.472,1.758,1.116,SlightRightTurn
1.101,0.472,1.758,1.116,SlightRightTurn
1.103,0.472,1.758,1.120,SlightRightTurn
1.102,0.472,1.759,1.119,SlightRightTurn
1.105,0.472,1.760,1.112,SlightRightTurn
1.098,0.473,1.761,1.095,SlightRightTurn
1.500,0.473,1.763,1.122,SlightRightTurn
1.493,0.474,1.764,1.047,SlightRightTurn
1.486,0.475,1.766,0.571,SlightRightTurn
1.479,0.476,1.768,0.567,SlightRightTurn
1.468,0.478,1.770,0.568,SlightRightTurn
1.460,0.480,1.774,0.569,SlightRightTurn
1.456,0.481,1.775,0.569,SlightRightTurn
1.447,0.483,1.777,0.973,SlightRightTurn
1.436,0.484,1.782,0.985,SlightRightTurn
1.427,0.486,1.784,0.991,SlightRightTurn
1.419,0.488,1.993,0.576,SlightRightTurn
1.412,0.490,1.794,0.574,SlightRightTurn
1.406,0.492,1.796,0.579,SlightRightTurn
1.397,0.494,1.797,1.039,SlightRightTurn
1.389,0.497,1.595,1.265,MoveForward
1.315,0.499,1.600,1.271,MoveForward
1.304,0.502,1.606,1.280,MoveForward
1.299,0.504,1.618,0.856,MoveForward
1.358,0.508,1.631,0.865,MoveForward
1.349,0.512,1.640,1.076,MoveForward
1.339,0.516,1.653,1.323,MoveForward
1.329,0.521,1.667,1.338,MoveForward
1.318,0.527,1.679,0.915,MoveForward
1.306,0.533,1.695,0.928,MoveForward
1.295,0.539,1.714,0.941,MoveForward
1.284,0.545,1.728,0.951,MoveForward
1.266,0.552,1.749,0.972,MoveForward
1.248,0.559,1.763,0.989,MoveForward
1.233,0.566,1.783,1.013,MoveForward
1.212,0.573,1.799,1.034,MoveForward
1.164,0.580,1.818,1.501,MoveForward
1.145,0.587,1.828,1.517,MoveForward
1.123,0.594,1.896,1.541,MoveForward
1.103,0.601,1.911,1.561,MoveForward
1.081,0.608,1.908,0.971,MoveForward
1.061,0.616,1.907,0.992,MoveForward
1.043,0.623,1.908,1.010,MoveForward
1.024,0.630,1.915,1.638,MoveForward
1.005,0.637,2.109,1.658,MoveForward
0.985,0.645,1.999,1.679,MoveForward
0.966,0.652,2.015,1.610,MoveForward
0.947,0.659,2.109,1.723,MoveForward
0.928,0.664,2.200,1.643,MoveForward
0.910,0.668,3.023,1.666,MoveForward
0.893,0.675,3.020,1.684,SharpRightTurn
0.874,0.683,3.010,1.624,SharpRightTurn
0.856,0.689,3.005,1.640,SharpRightTurn
0.837,0.690,2.998,1.658,SharpRightTurn
0.822,0.691,2.989,1.862,SharpRightTurn
1.091,0.693,2.983,1.698,MoveForward
1.088,0.694,2.980,1.218,MoveForward
1.442,0.697,2.975,1.135,MoveForward
1.440,0.695,2.279,1.133,MoveForward
1.445,0.695,2.282,1.128,MoveForward
1.444,0.696,2.977,1.151,MoveForward
1.442,0.697,2.976,1.138,MoveForward
1.439,0.698,2.975,1.156,MoveForward
1.437,0.699,2.974,1.158,MoveForward
1.436,0.699,2.973,1.140,MoveForward
1.435,0.699,2.973,1.141,MoveForward
1.430,0.700,2.973,1.142,MoveForward
1.427,0.701,2.972,1.148,MoveForward
1.422,0.703,2.970,1.156,MoveForward
1.056,0.706,2.967,1.170,MoveForward
1.047,0.709,2.964,1.182,MoveForward
1.041,0.714,2.959,0.804,MoveForward
1.031,0.720,2.953,1.134,MoveForward
1.026,0.726,2.947,1.700,MoveForward
1.018,0.733,2.941,1.781,MoveForward
1.010,0.740,2.934,1.792,MoveForward
0.667,0.747,2.927,1.810,SharpRightTurn
0.645,0.755,2.920,1.829,SharpRightTurn
0.625,0.763,2.912,1.848,SharpRightTurn
0.609,0.770,2.905,1.868,SharpRightTurn
0.593,0.778,2.898,1.890,SharpRightTurn
0.575,0.785,2.891,1.343,SharpRightTurn
0.565,0.788,2.885,1.358,SharpRightTurn
0.554,0.783,2.880,2.172,SharpRightTurn
0.548,0.776,2.880,1.726,SharpRightTurn
0.549,0.774,2.882,1.584,SharpRightTurn
0.553,0.774,2.884,1.582,SharpRightTurn
0.556,0.771,2.887,1.575,SharpRightTurn
0.563,0.770,2.888,1.575,SharpRightTurn
0.569,0.769,2.889,1.578,SharpRightTurn
0.569,0.769,2.889,1.575,SharpRightTurn
0.998,0.768,2.890,1.559,MoveForward
0.995,0.768,2.417,1.578,MoveForward
0.995,0.767,2.892,1.559,MoveForward
0.994,0.766,2.892,5.000,MoveForward
0.996,0.766,2.891,1.565,MoveForward
0.995,0.766,2.891,1.559,MoveForward
0.990,0.766,2.890,1.565,MoveForward
0.985,0.765,2.887,1.595,MoveForward
0.978,0.764,2.884,1.144,MoveForward
0.968,0.763,2.878,1.154,MoveForward
0.956,0.766,2.871,1.585,MoveForward
0.942,0.765,2.864,1.781,MoveForward
0.928,0.768,2.859,1.563,MoveForward
0.913,0.768,2.848,5.000,MoveForward
0.898,0.771,2.839,5.000,SharpRightTurn
0.882,0.771,2.830,1.554,SharpRightTurn
0.865,0.770,2.820,1.570,SharpRightTurn
0.848,0.764,2.811,1.588,SharpRightTurn
0.832,0.765,2.802,1.560,SharpRightTurn
0.816,0.766,2.793,1.584,SharpRightTurn
0.802,0.767,2.785,1.587,SharpRightTurn
0.786,0.768,2.779,1.274,SharpRightTurn
0.781,0.768,2.778,1.607,SharpRightTurn
0.782,0.769,2.781,1.608,SharpRightTurn
0.783,0.768,2.783,0.946,SharpRightTurn
0.785,0.770,2.783,0.941,SharpRightTurn
0.785,0.768,2.783,0.942,SharpRightTurn
0.784,0.767,2.783,0.941,SharpRightTurn
0.784,0.868,2.784,0.949,SharpRightTurn
0.783,0.870,2.785,0.911,SharpRightTurn
0.783,0.870,2.339,0.909,SharpRightTurn
0.782,0.869,2.340,0.905,SharpRightTurn
0.780,0.771,2.783,0.903,SharpRightTurn
0.779,0.766,2.787,0.898,SharpRightTurn
0.778,0.760,2.136,5.000,SharpRightTurn
0.777,0.754,2.135,4.301,SharpRightTurn
0.776,0.749,2.137,0.933,SharpRightTurn
0.776,0.747,2.145,0.911,SharpRightTurn
0.776,0.746,2.150,0.886,SharpRightTurn
0.777,0.748,2.151,0.881,SharpRightTurn
0.777,0.747,2.151,0.879,SharpRightTurn
0.780,0.747,2.802,0.879,SharpRightTurn
0.780,0.747,2.805,0.875,SharpRightTurn
0.779,0.746,2.147,0.874,SharpRightTurn
0.785,0.391,2.155,0.869,SharpRightTurn
1.556,0.386,2.646,0.868,SlightRightTurn
0.828,0.374,2.643,0.866,SharpRightTurn
0.782,0.372,2.643,0.864,SharpRightTurn
0.777,0.371,2.644,0.862,SharpRightTurn
0.776,0.366,2.645,0.862,SharpRightTurn
0.775,0.364,2.815,0.865,SharpRightTurn
0.774,0.366,2.724,0.901,SharpRightTurn
0.776,0.375,2.651,0.862,SharpRightTurn
0.779,0.746,2.821,0.858,SharpRightTurn
0.796,0.750,2.646,0.856,SharpRightTurn
1.807,0.364,2.647,0.852,SlightRightTurn
1.799,0.354,2.405,0.851,SlightRightTurn
1.798,0.352,2.651,0.852,SlightRightTurn
0.944,0.350,2.653,0.852,SlightRightTurn
1.795,0.350,2.654,0.853,SlightRightTurn
0.935,0.350,2.654,0.854,SlightRightTurn
0.942,0.350,2.651,0.854,SlightRightTurn
1.794,0.350,2.650,0.854,SlightRightTurn
1.794,0.350,2.654,0.854,SlightRightTurn
0.938,0.350,2.655,0.855,SlightRightTurn
0.937,0.350,2.655,0.855,SlightRightTurn
0.937,0.350,2.655,0.855,SlightRightTurn
0.943,0.350,2.652,0.856,SlightRightTurn
0.939,0.350,2.652,0.856,SlightRightTurn
0.933,0.350,2.653,0.856,SlightRightTurn
0.936,0.350,2.656,0.856,SlightRightTurn
0.936,0.350,2.656,0.856,SlightRightTurn
0.932,0.350,2.656,0.856,SlightRightTurn
0.935,0.350,2.656,0.856,SlightRightTurn
0.935,0.350,2.653,0.856,SlightRightTurn
0.935,0.350,2.660,0.856,SlightRightTurn
0.935,0.350,2.657,0.860,SlightRightTurn
0.931,0.350,2.654,0.860,SlightRightTurn
