@relation WallFollowingRobotNavigation_2

@attribute SD_front numeric
@attribute SD_left numeric
@attribute Class {MoveForward, SlightRightTurn, SharpRightTurn, SlightLeftTurn}

@data
0.803,0.789,SharpRightTurn
0.785,0.792,SharpRightTurn
0.773,0.797,SharpRightTurn
0.770,0.795,SharpRightTurn
0.773,0.794,SharpRightTurn
0.776,0.793,SharpRightTurn
0.778,0.793,SharpRightTurn
0.778,0.793,SharpRightTurn
0.777,0.792,SharpRightTurn
0.777,0.793,SharpRightTurn
0.777,0.792,SharpRightTurn
0.778,0.792,SharpRightTurn
0.778,0.793,SharpRightTurn
0.778,0.792,SharpRightTurn
0.780,0.788,SharpRightTurn
0.780,0.788,SharpRightTurn
0.780,0.787,SharpRightTurn
0.780,0.786,SharpRightTurn
0.780,0.785,SharpRightTurn
0.780,0.784,SharpRightTurn
0.782,0.783,SharpRightTurn
0.782,0.779,SharpRightTurn
0.780,0.778,SharpRightTurn
0.777,0.776,SharpRightTurn
0.776,0.778,SharpRightTurn
0.776,0.776,SharpRightTurn
0.775,0.775,SharpRightTurn
0.775,0.773,SharpRightTurn
0.778,0.776,SharpRightTurn
0.778,0.798,SharpRightTurn
0.776,0.785,SharpRightTurn
0.772,0.777,SharpRightTurn
0.771,0.776,SharpRightTurn
0.770,0.772,SharpRightTurn
0.768,0.768,SharpRightTurn
0.767,0.770,SharpRightTurn
0.766,0.856,SharpRightTurn
0.765,0.820,SharpRightTurn
0.768,0.817,SharpRightTurn
0.767,0.799,SharpRightTurn
0.767,0.791,SharpRightTurn
0.827,0.789,SharpRightTurn
0.789,0.840,SharpRightTurn
0.765,0.791,SharpRightTurn
0.765,0.781,SharpRightTurn
0.768,0.832,SharpRightTurn
0.771,0.768,SharpRightTurn
0.781,0.762,SharpRightTurn
0.851,0.755,SharpRightTurn
0.847,0.753,SharpRightTurn
0.870,0.750,SharpRightTurn
0.904,0.751,MoveForward
0.900,0.748,SharpRightTurn
1.380,0.758,MoveForward
1.384,0.738,MoveForward
1.384,0.734,MoveForward
1.384,0.737,MoveForward
1.380,0.735,MoveForward
1.379,0.741,MoveForward
1.381,0.737,MoveForward
1.378,0.737,MoveForward
1.370,0.735,MoveForward
1.365,0.733,MoveForward
1.350,0.729,MoveForward
1.340,0.723,MoveForward
1.326,0.722,MoveForward
1.306,0.719,MoveForward
1.293,0.713,MoveForward
1.275,0.714,MoveForward
1.257,0.715,MoveForward
1.238,0.707,MoveForward
1.220,0.697,MoveForward
1.202,0.704,MoveForward
1.183,0.692,MoveForward
1.163,0.698,MoveForward
1.144,0.673,MoveForward
1.124,0.670,MoveForward
1.104,0.664,MoveForward
1.084,0.648,MoveForward
0.927,0.649,MoveForward
0.899,0.638,SharpRightTurn
0.879,0.635,SharpRightTurn
0.862,0.629,SharpRightTurn
0.845,0.615,SharpRightTurn
0.829,0.609,SharpRightTurn
0.813,0.602,SharpRightTurn
0.800,0.608,SharpRightTurn
0.794,0.587,SharpRightTurn
0.809,0.580,SharpRightTurn
0.922,0.583,MoveForward
0.923,0.579,MoveForward
0.923,0.580,MoveForward
0.923,0.580,MoveForward
0.921,0.579,MoveForward
0.918,0.578,MoveForward
0.914,0.577,MoveForward
0.907,0.575,MoveForward
0.898,0.573,SharpRightTurn
0.887,0.570,SharpRightTurn
0.873,0.566,SharpRightTurn
0.859,0.563,SharpRightTurn
0.845,0.558,SharpRightTurn
0.833,0.554,SharpRightTurn
0.821,0.551,SharpRightTurn
0.811,0.548,SharpRightTurn
0.805,0.541,SharpRightTurn
0.805,0.537,SharpRightTurn
0.807,0.536,SharpRightTurn
0.808,0.536,SharpRightTurn
0.808,0.536,SharpRightTurn
0.808,0.535,SharpRightTurn
0.808,0.534,SharpRightTurn
0.809,0.533,SharpRightTurn
0.809,0.529,SharpRightTurn
0.810,0.529,SharpRightTurn
0.810,0.528,SharpRightTurn
0.811,0.528,SharpRightTurn
0.811,0.526,SharpRightTurn
0.812,0.528,SharpRightTurn
0.812,0.527,SharpRightTurn
0.811,0.527,SharpRightTurn
0.811,0.525,SharpRightTurn
0.810,0.530,SharpRightTurn
0.809,0.523,SharpRightTurn
0.809,0.517,SharpRightTurn
0.808,0.512,SharpRightTurn
0.808,0.509,SharpRightTurn
0.808,0.510,SharpRightTurn
0.807,0.509,SharpRightTurn
0.806,0.511,SharpRightTurn
0.805,0.516,SharpRightTurn
0.803,0.514,SharpRightTurn
0.803,0.503,SharpRightTurn
0.802,0.498,SharpRightTurn
0.802,0.492,SharpRightTurn
0.802,0.490,SharpRightTurn
0.805,0.491,SharpRightTurn
0.804,0.490,SharpRightTurn
0.798,0.513,SharpRightTurn
0.797,0.591,SharpRightTurn
0.795,0.515,SharpRightTurn
0.794,0.487,SharpRightTurn
0.793,0.486,SharpRightTurn
0.792,0.486,SharpRightTurn
0.791,0.854,SharpRightTurn
0.794,0.833,SharpRightTurn
0.793,0.822,SharpRightTurn
0.831,0.644,SharpRightTurn
0.820,0.631,SharpRightTurn
0.792,0.625,SharpRightTurn
0.792,0.622,SharpRightTurn
0.795,0.624,SharpRightTurn
0.798,0.502,SharpRightTurn
0.801,0.503,SharpRightTurn
0.815,0.511,SharpRightTurn
0.945,0.513,MoveForward
0.944,0.777,MoveForward
1.738,0.774,MoveForward
1.738,0.772,MoveForward
1.737,0.774,MoveForward
1.735,0.774,MoveForward
1.735,0.774,MoveForward
1.733,0.773,MoveForward
1.731,0.769,MoveForward
1.726,0.767,MoveForward
1.719,0.764,MoveForward
1.709,0.760,MoveForward
1.696,0.757,MoveForward
1.682,0.751,MoveForward
0.940,0.746,MoveForward
0.926,0.740,MoveForward
0.908,0.732,MoveForward
0.899,0.726,SharpRightTurn
0.878,0.718,SharpRightTurn
0.866,0.711,SharpRightTurn
1.558,0.704,MoveForward
0.845,0.697,SharpRightTurn
0.832,0.690,SharpRightTurn
0.902,0.684,MoveForward
0.806,0.682,SharpRightTurn
1.483,0.676,MoveForward
1.477,0.672,MoveForward
1.476,0.672,MoveForward
1.476,0.674,MoveForward
1.474,0.670,MoveForward
1.472,0.670,MoveForward
1.470,0.669,MoveForward
1.468,0.668,MoveForward
0.851,0.670,SharpRightTurn
1.465,0.667,MoveForward
0.848,0.667,SharpRightTurn
1.463,0.672,MoveForward
1.462,0.671,MoveForward
1.460,0.670,MoveForward
1.458,0.665,MoveForward
1.457,0.664,MoveForward
1.455,0.664,MoveForward
1.453,0.663,MoveForward
1.452,0.666,MoveForward
1.449,0.659,MoveForward
0.900,0.661,SharpRightTurn
0.898,0.664,SharpRightTurn
0.894,0.659,SharpRightTurn
1.432,0.653,MoveForward
1.425,0.650,MoveForward
1.415,0.644,MoveForward
1.408,0.641,MoveForward
1.400,0.638,MoveForward
1.391,0.635,MoveForward
1.379,0.631,MoveForward
1.366,0.627,MoveForward
1.352,0.623,MoveForward
1.336,0.619,MoveForward
1.322,0.614,MoveForward
1.305,0.610,MoveForward
1.288,0.605,MoveForward
1.270,0.601,MoveForward
1.252,0.597,MoveForward
1.234,0.593,MoveForward
1.215,0.589,MoveForward
1.197,0.584,MoveForward
1.182,0.579,MoveForward
1.164,0.575,MoveForward
1.146,0.571,MoveForward
1.128,0.566,MoveForward
1.111,0.562,MoveForward
1.097,0.558,MoveForward
1.080,0.554,MoveForward
1.066,0.550,MoveForward
1.048,0.543,MoveForward
1.030,0.539,MoveForward
1.009,0.536,MoveForward
0.988,0.533,MoveForward
0.971,0.530,MoveForward
0.954,0.528,MoveForward
0.935,0.525,MoveForward
0.919,0.523,MoveForward
0.899,0.520,SharpRightTurn
0.882,0.518,SharpRightTurn
0.865,0.515,SharpRightTurn
0.848,0.513,SharpRightTurn
0.833,0.510,SharpRightTurn
0.818,0.507,SharpRightTurn
0.806,0.505,SharpRightTurn
0.803,0.502,SharpRightTurn
0.804,0.501,SharpRightTurn
0.806,0.501,SharpRightTurn
0.806,0.501,SharpRightTurn
0.806,0.501,SharpRightTurn
0.805,0.500,SharpRightTurn
0.805,0.500,SharpRightTurn
0.808,0.499,SharpRightTurn
0.809,0.499,SharpRightTurn
0.805,0.498,SharpRightTurn
0.808,0.497,SharpRightTurn
0.814,0.495,SharpRightTurn
1.074,0.493,SlightRightTurn
1.070,0.490,SlightRightTurn
1.069,0.489,SlightRightTurn
0.820,0.487,SharpRightTurn
1.473,0.485,SlightRightTurn
1.472,0.486,SlightRightTurn
1.072,0.486,SlightRightTurn
1.471,0.486,SlightRightTurn
1.471,0.486,SlightRightTurn
1.471,0.486,SlightRightTurn
1.471,0.486,SlightRightTurn
1.470,0.486,SlightRightTurn
1.470,0.485,SlightRightTurn
1.470,0.485,SlightRightTurn
1.468,0.486,SlightRightTurn
1.466,0.486,SlightRightTurn
1.462,0.486,SlightRightTurn
1.458,0.486,SlightRightTurn
1.452,0.487,SlightRightTurn
1.445,0.488,SlightRightTurn
1.437,0.488,SlightRightTurn
1.425,0.490,SlightRightTurn
1.417,0.491,SlightRightTurn
1.412,0.493,SlightRightTurn
1.404,0.494,SlightRightTurn
1.393,0.496,MoveForward
1.385,0.497,MoveForward
1.377,0.498,MoveForward
1.369,0.500,MoveForward
1.363,0.502,MoveForward
1.353,0.505,MoveForward
1.342,0.509,MoveForward
1.330,0.513,MoveForward
1.318,0.518,MoveForward
1.305,0.523,MoveForward
1.293,0.529,MoveForward
1.280,0.534,MoveForward
1.267,0.540,MoveForward
1.252,0.546,MoveForward
1.233,0.552,MoveForward
1.217,0.558,MoveForward
1.199,0.564,MoveForward
1.179,0.570,MoveForward
1.160,0.576,MoveForward
1.141,0.583,MoveForward
1.122,0.589,MoveForward
1.101,0.595,MoveForward
1.085,0.601,MoveForward
1.065,0.607,MoveForward
1.045,0.613,MoveForward
1.026,0.619,MoveForward
1.008,0.625,MoveForward
0.989,0.630,MoveForward
0.971,0.632,MoveForward
0.952,0.631,MoveForward
0.934,0.634,MoveForward
0.879,0.637,SharpRightTurn
0.857,0.640,SharpRightTurn
0.835,0.644,SharpRightTurn
0.816,0.649,SharpRightTurn
0.794,0.653,SharpRightTurn
0.776,0.661,SharpRightTurn
0.762,0.660,SharpRightTurn
0.756,0.658,SharpRightTurn
0.757,0.652,SharpRightTurn
0.760,0.651,SharpRightTurn
0.761,0.650,SharpRightTurn
0.761,0.650,SharpRightTurn
0.760,0.649,SharpRightTurn
0.763,0.649,SharpRightTurn
0.763,0.648,SharpRightTurn
0.767,0.648,SharpRightTurn
0.770,0.647,SharpRightTurn
1.461,0.646,MoveForward
1.461,0.646,MoveForward
1.462,0.644,MoveForward
1.036,0.644,MoveForward
1.035,0.644,MoveForward
1.034,0.645,MoveForward
1.032,0.646,MoveForward
1.031,0.648,MoveForward
1.023,0.651,MoveForward
1.018,0.656,MoveForward
1.012,0.661,MoveForward
1.002,0.667,MoveForward
0.998,0.674,MoveForward
0.989,0.685,MoveForward
0.981,0.693,MoveForward
0.664,0.702,SharpRightTurn
0.641,0.710,SharpRightTurn
0.619,0.718,SharpRightTurn
0.602,0.724,SharpRightTurn
0.586,0.732,SharpRightTurn
0.569,0.736,SharpRightTurn
0.558,0.737,SharpRightTurn
0.548,0.740,SharpRightTurn
0.544,0.738,SharpRightTurn
0.545,0.736,SharpRightTurn
0.549,0.735,SharpRightTurn
0.550,0.735,SharpRightTurn
0.550,0.735,SharpRightTurn
0.549,0.732,SharpRightTurn
0.553,0.734,SharpRightTurn
1.011,0.733,MoveForward
1.012,0.732,MoveForward
1.015,0.732,MoveForward
1.014,0.731,MoveForward
1.023,0.732,MoveForward
1.015,0.732,MoveForward
1.009,0.733,MoveForward
1.005,0.734,MoveForward
1.002,0.736,MoveForward
0.990,0.736,MoveForward
0.976,0.736,MoveForward
0.964,0.738,MoveForward
0.951,0.739,MoveForward
0.943,0.742,MoveForward
0.948,0.741,MoveForward
0.936,0.738,MoveForward
0.886,0.735,SharpRightTurn
0.867,0.735,SharpRightTurn
0.847,0.734,SharpRightTurn
0.831,0.739,SharpRightTurn
0.813,0.741,SharpRightTurn
0.799,0.746,SharpRightTurn
0.787,0.753,SharpRightTurn
0.777,0.856,SharpRightTurn
0.774,0.854,SharpRightTurn
0.775,0.850,SharpRightTurn
0.776,0.850,SharpRightTurn
0.776,0.849,SharpRightTurn
0.776,0.849,SharpRightTurn
0.776,0.755,SharpRightTurn
0.776,0.750,SharpRightTurn
0.775,0.749,SharpRightTurn
0.775,0.746,SharpRightTurn
0.775,0.745,SharpRightTurn
0.775,0.744,SharpRightTurn
0.774,0.740,SharpRightTurn
0.774,0.738,SharpRightTurn
0.774,0.736,SharpRightTurn
0.773,0.731,SharpRightTurn
0.776,0.732,SharpRightTurn
0.776,0.730,SharpRightTurn
0.786,0.732,SharpRightTurn
0.786,0.372,SharpRightTurn
0.775,0.363,SharpRightTurn
0.775,0.360,SharpRightTurn
0.775,0.355,SharpRightTurn
0.778,0.356,SharpRightTurn
0.781,0.354,SharpRightTurn
0.784,0.735,SharpRightTurn
0.804,0.732,SharpRightTurn
1.826,0.778,MoveForward
1.820,0.349,SlightRightTurn
1.817,0.342,SlightRightTurn
1.819,0.340,SlightRightTurn
1.819,0.340,SlightRightTurn
1.818,0.341,SlightRightTurn
1.818,0.341,SlightRightTurn
1.818,0.341,SlightRightTurn
1.818,0.341,SlightRightTurn
1.818,0.341,SlightRightTurn
1.817,0.341,SlightRightTurn
1.817,0.341,SlightRightTurn
1.818,0.341,SlightRightTurn
1.817,0.340,SlightRightTurn
1.816,0.340,SlightRightTurn
1.813,0.340,SlightRightTurn
1.809,0.341,SlightRightTurn
0.950,0.341,SlightRightTurn
0.941,0.345,SlightRightTurn
0.928,0.356,SlightRightTurn
0.921,0.740,MoveForward
0.914,0.740,MoveForward
0.906,0.734,MoveForward
0.905,0.727,MoveForward
2.751,0.723,MoveForward
2.739,0.355,SlightRightTurn
2.726,0.355,SlightRightTurn
2.711,0.361,SlightRightTurn
2.696,0.367,SlightRightTurn
2.680,0.394,SlightRightTurn
2.665,0.691,MoveForward
2.652,0.687,MoveForward
2.638,0.683,MoveForward
2.626,0.680,MoveForward
2.616,0.676,MoveForward
2.603,0.672,MoveForward
2.591,0.478,SlightRightTurn
2.575,0.664,MoveForward
2.555,0.659,MoveForward
2.541,0.655,MoveForward
2.520,0.552,MoveForward
1.493,0.647,MoveForward
1.476,0.533,MoveForward
1.455,0.571,MoveForward
1.433,0.634,MoveForward
2.427,0.630,MoveForward
1.403,0.626,MoveForward
1.960,0.621,MoveForward
1.364,0.617,MoveForward
1.345,0.613,MoveForward
1.324,0.609,MoveForward
1.306,0.604,MoveForward
1.287,0.600,MoveForward
1.272,0.595,MoveForward
1.253,0.590,MoveForward
1.235,0.586,MoveForward
1.216,0.581,MoveForward
1.197,0.576,MoveForward
1.182,0.572,MoveForward
1.161,0.564,MoveForward
1.144,0.561,MoveForward
1.126,0.558,MoveForward
1.108,0.553,MoveForward
1.090,0.549,MoveForward
1.075,0.545,MoveForward
1.054,0.540,MoveForward
1.040,0.536,MoveForward
0.592,0.531,SharpRightTurn
0.587,0.527,SharpRightTurn
0.579,0.522,SharpRightTurn
0.577,0.517,SharpRightTurn
0.573,0.512,SharpRightTurn
0.569,0.508,SharpRightTurn
1.898,0.503,MoveForward
1.897,0.501,MoveForward
1.900,0.501,MoveForward
1.900,0.501,MoveForward
1.898,0.501,MoveForward
1.895,0.500,MoveForward
1.889,0.499,MoveForward
1.879,0.498,MoveForward
1.868,0.495,MoveForward
1.855,0.493,SlightRightTurn
1.840,0.490,SlightRightTurn
1.825,0.487,SlightRightTurn
1.809,0.484,SlightRightTurn
1.793,0.481,SlightRightTurn
0.818,0.478,SharpRightTurn
0.803,0.475,SharpRightTurn
0.788,0.472,SharpRightTurn
0.778,0.470,SharpRightTurn
0.768,0.468,SharpRightTurn
0.755,0.465,SharpRightTurn
0.747,0.463,SharpRightTurn
0.746,0.459,SharpRightTurn
0.747,0.461,SharpRightTurn
0.749,0.461,SharpRightTurn
0.749,0.461,SharpRightTurn
0.749,0.460,SharpRightTurn
0.752,0.460,SharpRightTurn
0.765,0.460,SharpRightTurn
0.756,0.459,SharpRightTurn
1.494,0.459,SlightRightTurn
1.491,0.458,SlightRightTurn
1.488,0.457,SlightRightTurn
1.491,0.456,SlightRightTurn
1.493,0.456,SlightRightTurn
1.489,0.456,SlightRightTurn
1.492,0.456,SlightRightTurn
1.710,0.456,SlightRightTurn
1.495,0.456,SlightRightTurn
1.492,0.456,SlightRightTurn
1.492,0.456,SlightRightTurn
1.492,0.456,SlightRightTurn
1.492,0.456,SlightRightTurn
1.495,0.456,SlightRightTurn
1.709,0.456,SlightRightTurn
1.709,0.456,SlightRightTurn
1.494,0.456,SlightRightTurn
1.708,0.456,SlightRightTurn
1.707,0.456,SlightRightTurn
1.707,0.456,SlightRightTurn
1.707,0.456,SlightRightTurn
1.707,0.456,SlightRightTurn
1.705,0.456,SlightRightTurn
1.702,0.455,SlightRightTurn
1.697,0.454,SlightRightTurn
1.690,0.453,SlightRightTurn
1.683,0.452,SlightRightTurn
1.674,0.452,SlightRightTurn
1.665,0.451,SlightRightTurn
1.655,0.451,SlightRightTurn
1.645,0.450,SlightRightTurn
1.636,0.449,SlightRightTurn
1.626,0.449,SlightRightTurn
1.616,0.449,SlightRightTurn
1.606,0.450,SlightRightTurn
1.596,0.450,SlightRightTurn
1.586,0.451,SlightRightTurn
1.575,0.452,SlightRightTurn
1.565,0.452,SlightRightTurn
1.556,0.453,SlightRightTurn
1.547,0.454,SlightRightTurn
1.537,0.454,SlightRightTurn
1.329,0.455,SlightRightTurn
1.317,0.457,SlightRightTurn
1.312,0.458,SlightRightTurn
1.304,0.459,SlightRightTurn
1.296,0.461,SlightRightTurn
1.290,0.462,SlightRightTurn
1.282,0.464,SlightRightTurn
1.273,0.466,SlightRightTurn
1.447,0.468,SlightRightTurn
1.435,0.470,SlightRightTurn
1.424,0.472,SlightRightTurn
1.413,0.474,SlightRightTurn
1.406,0.476,SlightRightTurn
1.397,0.478,SlightRightTurn
1.387,0.479,SlightRightTurn
1.375,0.481,SlightRightTurn
1.366,0.483,SlightRightTurn
1.356,0.485,SlightRightTurn
1.346,0.487,SlightRightTurn
1.336,0.489,SlightRightTurn
1.326,0.491,SlightRightTurn
1.316,0.494,SlightRightTurn
1.306,0.496,MoveForward
1.296,0.499,MoveForward
1.287,0.501,MoveForward
1.278,0.504,MoveForward
1.267,0.507,MoveForward
1.255,0.511,MoveForward
1.241,0.516,MoveForward
1.226,0.521,MoveForward
1.210,0.527,MoveForward
1.194,0.533,MoveForward
1.178,0.539,MoveForward
1.161,0.546,MoveForward
1.143,0.553,MoveForward
1.125,0.561,MoveForward
1.106,0.568,MoveForward
1.087,0.576,MoveForward
1.068,0.584,MoveForward
1.049,0.595,MoveForward
1.033,0.599,MoveForward
1.014,0.610,MoveForward
0.995,0.618,MoveForward
0.976,0.627,MoveForward
0.957,0.636,MoveForward
0.936,0.646,MoveForward
0.917,0.655,MoveForward
0.899,0.664,SharpRightTurn
0.881,0.673,SharpRightTurn
0.863,0.683,SharpRightTurn
0.846,0.691,SharpRightTurn
0.829,0.700,SharpRightTurn
0.812,0.708,SharpRightTurn
0.797,0.717,SharpRightTurn
0.789,0.722,SharpRightTurn
0.785,0.726,SharpRightTurn
0.782,0.723,SharpRightTurn
0.783,0.722,SharpRightTurn
0.783,0.728,SharpRightTurn
0.783,0.725,SharpRightTurn
0.782,0.725,SharpRightTurn
0.781,0.724,SharpRightTurn
0.781,0.724,SharpRightTurn
0.780,0.723,SharpRightTurn
0.778,0.719,SharpRightTurn
0.777,0.719,SharpRightTurn
0.776,0.718,SharpRightTurn
0.776,0.717,SharpRightTurn
0.775,0.720,SharpRightTurn
0.775,0.719,SharpRightTurn
0.774,0.726,SharpRightTurn
0.777,0.733,SharpRightTurn
0.780,1.142,SharpRightTurn
0.791,0.725,SharpRightTurn
0.777,1.129,SharpRightTurn
0.776,0.728,SharpRightTurn
0.776,0.791,SharpRightTurn
0.775,0.853,SharpRightTurn
0.781,0.752,SharpRightTurn
0.781,0.817,SharpRightTurn
0.799,0.773,SharpRightTurn
1.555,0.767,MoveForward
1.556,0.765,MoveForward
1.557,0.747,MoveForward
1.557,0.752,MoveForward
0.791,0.755,SharpRightTurn
0.786,0.754,SharpRightTurn
0.787,0.752,SharpRightTurn
0.780,0.748,SharpRightTurn
1.530,0.743,MoveForward
1.522,0.739,MoveForward
1.515,0.735,MoveForward
1.509,0.731,MoveForward
1.502,0.731,MoveForward
1.493,0.727,MoveForward
1.483,0.723,MoveForward
1.471,0.719,MoveForward
1.457,0.714,MoveForward
1.443,0.708,MoveForward
1.426,0.711,MoveForward
1.413,0.705,MoveForward
1.396,0.699,MoveForward
1.378,0.689,MoveForward
1.360,0.683,MoveForward
1.338,0.677,MoveForward
1.320,0.668,MoveForward
1.301,0.658,MoveForward
1.285,0.656,MoveForward
1.265,0.650,MoveForward
1.245,0.648,MoveForward
1.225,0.642,MoveForward
1.206,0.633,MoveForward
1.186,0.627,MoveForward
1.167,0.618,MoveForward
1.147,0.611,MoveForward
1.128,0.605,MoveForward
1.109,0.598,MoveForward
1.087,0.592,MoveForward
1.068,0.586,MoveForward
1.050,0.580,MoveForward
1.031,0.574,MoveForward
1.013,0.567,MoveForward
0.995,0.561,MoveForward
0.733,0.555,SharpRightTurn
0.704,0.549,SharpRightTurn
0.682,0.542,SharpRightTurn
0.666,0.541,SharpRightTurn
0.656,0.534,SharpRightTurn
0.886,0.525,SharpRightTurn
0.870,0.519,SharpRightTurn
0.860,0.507,SharpRightTurn
0.859,0.504,SharpRightTurn
0.862,0.502,SharpRightTurn
0.864,0.502,SharpRightTurn
0.864,0.502,SharpRightTurn
0.863,0.502,SharpRightTurn
0.865,0.501,SharpRightTurn
0.865,0.500,SharpRightTurn
0.865,0.499,SharpRightTurn
0.866,0.498,SharpRightTurn
0.866,0.496,SharpRightTurn
0.867,0.495,SharpRightTurn
0.867,0.495,SharpRightTurn
0.867,0.495,SharpRightTurn
0.867,0.495,SharpRightTurn
0.867,0.494,SharpRightTurn
0.868,0.493,SharpRightTurn
0.868,0.492,SharpRightTurn
0.869,0.491,SharpRightTurn
0.869,0.490,SharpRightTurn
0.869,0.489,SharpRightTurn
0.866,0.488,SharpRightTurn
0.865,0.487,SharpRightTurn
0.586,0.485,SharpRightTurn
0.588,0.483,SharpRightTurn
0.870,0.481,SharpRightTurn
0.870,0.478,SharpRightTurn
0.870,0.476,SharpRightTurn
0.870,0.474,SharpRightTurn
0.870,0.472,SharpRightTurn
0.870,0.470,SharpRightTurn
0.870,0.469,SharpRightTurn
0.869,0.466,SharpRightTurn
0.865,0.463,SharpRightTurn
0.864,0.461,SharpRightTurn
0.866,0.459,SharpRightTurn
0.865,0.456,SharpRightTurn
0.864,0.454,SharpRightTurn
0.863,0.452,SharpRightTurn
0.863,0.451,SharpRightTurn
0.865,0.449,SharpRightTurn
0.862,0.448,SharpRightTurn
0.863,0.450,SharpRightTurn
0.853,0.451,SharpRightTurn
0.856,0.446,SharpRightTurn
0.854,0.445,SharpRightTurn
0.853,0.445,SharpRightTurn
0.852,0.444,SharpRightTurn
0.851,0.448,SharpRightTurn
0.851,0.474,SharpRightTurn
0.853,0.504,SharpRightTurn
0.855,0.538,SharpRightTurn
0.857,0.455,SharpRightTurn
0.951,0.452,SlightRightTurn
0.856,0.452,SharpRightTurn
0.901,0.452,SlightRightTurn
0.897,0.452,SharpRightTurn
0.866,0.456,SharpRightTurn
0.869,0.455,SharpRightTurn
0.876,0.455,SharpRightTurn
0.897,0.455,SharpRightTurn
0.896,0.475,SharpRightTurn
0.852,0.529,SharpRightTurn
0.852,0.529,SharpRightTurn
0.852,0.531,SharpRightTurn
0.852,0.530,SharpRightTurn
0.852,0.873,SharpRightTurn
0.855,0.479,SharpRightTurn
0.855,1.032,SharpRightTurn
0.858,0.468,SharpRightTurn
0.868,0.463,SharpRightTurn
0.879,0.467,SharpRightTurn
3.283,0.469,SlightRightTurn
3.281,0.478,SlightRightTurn
3.285,0.838,MoveForward
3.287,0.833,MoveForward
3.287,0.832,MoveForward
3.286,0.835,MoveForward
3.284,0.834,MoveForward
3.280,0.830,MoveForward
3.270,0.828,MoveForward
3.260,0.511,MoveForward
3.251,0.821,MoveForward
3.241,0.813,MoveForward
3.226,0.810,MoveForward
3.207,0.801,MoveForward
3.191,0.797,MoveForward
3.171,0.788,MoveForward
3.156,0.780,MoveForward
3.140,0.773,MoveForward
3.117,0.768,MoveForward
1.001,0.761,MoveForward
3.078,0.754,MoveForward
3.061,0.746,MoveForward
3.037,0.738,MoveForward
3.017,0.731,MoveForward
2.997,0.720,MoveForward
0.908,0.716,MoveForward
2.956,0.709,MoveForward
0.873,0.701,SharpRightTurn
2.916,0.694,MoveForward
2.897,0.701,MoveForward
2.878,0.691,MoveForward
2.860,0.687,MoveForward
2.842,0.675,MoveForward
2.826,0.667,MoveForward
2.810,0.662,MoveForward
2.794,0.658,MoveForward
2.777,0.655,MoveForward
2.761,0.653,MoveForward
2.744,0.647,MoveForward
2.727,0.653,MoveForward
2.709,0.634,MoveForward
2.692,0.628,MoveForward
2.674,0.621,MoveForward
2.657,0.615,MoveForward
2.639,0.627,MoveForward
2.621,0.603,MoveForward
2.604,0.600,MoveForward
2.586,0.590,MoveForward
2.567,0.583,MoveForward
2.549,0.577,MoveForward
2.531,0.574,MoveForward
2.512,0.564,MoveForward
2.493,0.558,MoveForward
2.474,0.551,MoveForward
2.455,0.545,MoveForward
2.437,0.542,MoveForward
2.418,0.532,MoveForward
2.399,0.534,MoveForward
2.381,0.525,MoveForward
2.362,0.513,MoveForward
2.343,0.507,MoveForward
2.324,0.501,MoveForward
2.306,0.496,MoveForward
1.946,0.491,SlightRightTurn
1.931,0.484,SlightRightTurn
2.249,0.484,SlightRightTurn
2.231,0.481,SlightRightTurn
2.213,0.480,SlightRightTurn
2.195,0.486,SlightRightTurn
2.180,0.485,SlightRightTurn
2.164,0.524,MoveForward
1.907,0.556,MoveForward
1.893,0.492,SlightRightTurn
2.120,0.512,MoveForward
2.110,0.491,SlightRightTurn
1.892,0.482,SlightRightTurn
2.084,0.483,SlightRightTurn
1.836,0.490,SlightRightTurn
1.823,0.588,MoveForward
1.814,0.488,SlightRightTurn
2.041,0.602,MoveForward
2.027,0.628,MoveForward
2.018,0.573,MoveForward
2.003,0.607,MoveForward
1.995,0.613,MoveForward
1.980,0.546,MoveForward
1.967,0.523,MoveForward
1.954,0.522,MoveForward
1.941,0.529,MoveForward
1.926,1.455,SlightLeftTurn
1.911,1.447,SlightLeftTurn
1.894,1.439,SlightLeftTurn
1.877,1.432,SlightLeftTurn
1.858,1.429,SlightLeftTurn
1.841,1.426,SlightLeftTurn
1.822,1.424,SlightLeftTurn
1.804,1.421,SlightLeftTurn
1.786,1.418,SlightLeftTurn
1.769,1.415,SlightLeftTurn
1.752,1.415,SlightLeftTurn
1.734,1.412,SlightLeftTurn
1.717,1.410,SlightLeftTurn
1.701,1.408,SlightLeftTurn
1.686,1.406,SlightLeftTurn
1.672,1.405,SlightLeftTurn
1.659,1.410,SlightLeftTurn
1.653,1.419,SlightLeftTurn
1.651,1.414,SlightLeftTurn
1.650,1.412,SlightLeftTurn
1.649,1.412,SlightLeftTurn
1.646,1.415,SlightLeftTurn
1.636,1.411,SlightLeftTurn
1.629,1.411,SlightLeftTurn
1.629,1.411,SlightLeftTurn
1.631,1.412,SlightLeftTurn
1.627,1.412,SlightLeftTurn
1.629,1.411,SlightLeftTurn
1.626,1.412,SlightLeftTurn
1.628,1.412,SlightLeftTurn
1.624,1.412,SlightLeftTurn
1.629,1.412,SlightLeftTurn
1.604,1.413,SlightLeftTurn
1.603,1.413,SlightLeftTurn
1.557,1.413,SlightLeftTurn
